verb;frequency;lang;cop
delay;11;en;28
believeN;11;en;28
ditch;11;en;28
lecture;11;en;28
meanN;11;en;28
trust;11;en;28
admit;11;en;28
revitalize;11;en;28
hang;11;en;28
repeat;11;en;28
shake;11;en;28
unpack;11;en;28
leaveN;11;en;28
preside;11;en;28
equip;11;en;28
attempt;11;en;28
mobilise;11;en;28
endanger;11;en;28
greenwash;11;en;28
fulfil;11;en;28
abateN;11;en;28
dictate;10;en;28
tweet;10;en;28
project;10;en;28
denounce;10;en;28
click;10;en;28
peak;10;en;28
decrease;10;en;28
exploit;10;en;28
lock;10;en;28
impose;10;en;28
meetN;10;en;28
advise;10;en;28
manipulate;10;en;28
dive;10;en;28
blame;10;en;28
march;10;en;28
bind;10;en;28
answer;10;en;28
centre;10;en;28
root;10;en;28
hate;10;en;28
dismiss;10;en;28
resolve;10;en;28
flood;10;en;28
award;10;en;28
worry;10;en;28
offset;10;en;28
anticipate;10;en;28
incentivize;10;en;28
float;10;en;28
seize;10;en;28
comprise;10;en;28
strive;10;en;28
curb;10;en;28
solveN;10;en;28
inviteN;10;en;28
surround;10;en;28
select;10;en;28
arise;10;en;28
arrest;10;en;28
intend;10;en;28
title;10;en;28
notmyke;10;en;28
clarify;10;en;28
converge;10;en;28
payN;9;en;28
bury;9;en;28
profit;9;en;28
understandN;9;en;28
detain;9;en;28
hearN;9;en;28
muchneede;9;en;28
unleash;9;en;28
blow;9;en;28
cite;9;en;28
innovate;9;en;28
dominate;9;en;28
range;9;en;28
devastate;9;en;28
wake;9;en;28
recall;9;en;28
phaseN;9;en;28
display;9;en;28
pump;9;en;28
poison;9;en;28
dig;9;en;28
line;9;en;28
progress;9;en;28
fundN;9;en;28
storm;9;en;28
signN;9;en;28
silence;9;en;28
speakN;9;en;28
embed;9;en;28
sequester;9;en;28
derail;9;en;28
melt;9;en;28
resonate;9;en;28
gear;9;en;28
supportN;9;en;28
apply;9;en;28
touch;9;en;28
tap;9;en;28
quantify;9;en;28
convert;9;en;28
degrade;9;en;28
rail;9;en;28
guarantee;9;en;28
borrow;9;en;28
green;9;en;28
enrich;9;en;28
poise;9;en;28
tackleN;9;en;28
encompass;9;en;28
compensate;9;en;28
battle;8;en;28
helpN;8;en;28
deliverN;8;en;28
contain;8;en;28
store;8;en;28
channel;8;en;28
abate;8;en;28
sabotage;8;en;28
breach;8;en;28
includeN;8;en;28
dismantle;8;en;28
shed;8;en;28
compromise;8;en;28
paint;8;en;28
divide;8;en;28
exclude;8;en;28
matterN;8;en;28
assume;8;en;28
review;8;en;28
total;8;en;28
scrap;8;en;28
envision;8;en;28
donate;8;en;28
chat;8;en;28
changeN;8;en;28
afford;8;en;28
export;8;en;28
eradicate;8;en;28
oversee;8;en;28
flow;8;en;28
pack;8;en;28
induce;8;en;28
drill;8;en;28
exceed;8;en;28
exemplify;8;en;28
wipe;8;en;28
co;8;en;28
spark;8;en;28
sue;8;en;28
cochaire;8;en;28
convey;8;en;28
allocate;8;en;28
manufacture;8;en;28
tag;8;en;28
modernize;8;en;28
violate;8;en;28
greet;8;en;28
compromiseN;7;en;28
free;7;en;28
undertake;7;en;28
permit;7;en;28
drink;7;en;28
rebuild;7;en;28
sacrifice;7;en;28
detail;7;en;28
propel;7;en;28
nahyan;7;en;28
examine;7;en;28
endure;7;en;28
value;7;en;28
spout;7;en;28
findN;7;en;28
achieveN;7;en;28
cry;7;en;28
spot;7;en;28
hurt;7;en;28
observe;7;en;28
debate;7;en;28
blast;7;en;28
recover;7;en;28
surge;7;en;28
operate;7;en;28
descend;7;en;28
expedite;7;en;28
rishi;7;en;28
dump;7;en;28
nurture;7;en;28
voice;7;en;28
signify;7;en;28
resist;7;en;28
disappear;7;en;28
incorporate;7;en;28
mandate;7;en;28
imprison;7;en;28
beg;7;en;28
plantbase;7;en;28
energize;7;en;28
transcend;7;en;28
craft;7;en;28
actN;7;en;28
interlink;7;en;28
appoint;7;en;28
preach;7;en;28
princesworld;7;en;28
fck;7;en;28
intersect;7;en;28
drain;7;en;28
brief;7;en;28
request;7;en;28
submit;7;en;28
pray;7;en;28
mock;6;en;28
yield;6;en;28
summarise;6;en;28
weaken;6;en;28
coleade;6;en;28
saveN;6;en;28
fear;6;en;28
overshoot;6;en;28
amount;6;en;28
browse;6;en;28
reform;6;en;28
extract;6;en;28
confuse;6;en;28
affirm;6;en;28
obstruct;6;en;28
feelN;6;en;28
cast;6;en;28
rid;6;en;28
worryN;6;en;28
locate;6;en;28
sunackere;6;en;28
order;6;en;28
boast;6;en;28
ruin;6;en;28
halve;6;en;28
articulate;6;en;28
fuck;6;en;28
cross;6;en;28
absorb;6;en;28
trigger;6;en;28
jump;6;en;28
withdraw;6;en;28
oilproduce;6;en;28
charge;6;en;28
underpin;6;en;28
grab;6;en;28
pitch;6;en;28
cutN;6;en;28
sail;6;en;28
enact;6;en;28
download;6;en;28
dare;6;en;28
perform;6;en;28
shock;6;en;28
educate;6;en;28
sleep;6;en;28
bless;6;en;28
remark;6;en;28
beat;6;en;28
encounter;6;en;28
murder;6;en;28
farm;6;en;28
rewire;6;en;28
retain;6;en;28
collapse;6;en;28
tour;6;en;28
marginalize;6;en;28
reshape;6;en;28
resume;6;en;28
deceive;6;en;28
ai;6;en;28
evolve;6;en;28
campaign;6;en;28
separate;6;en;28
assist;6;en;28
sadhguru;6;en;28
nominate;6;en;28
accountable;6;en;28
sing;6;en;28
trend;6;en;28
tax;6;en;28
tie;6;en;28
hijack;6;en;28
fillthefund;6;en;28
stopfracke;6;en;28
fallN;5;en;28
dress;5;en;28
forecast;5;en;28
holdN;5;en;28
inaugurate;5;en;28
weigh;5;en;28
resign;5;en;28
amwrite;5;en;28
erupt;5;en;28
garner;5;en;28
desire;5;en;28
soar;5;en;28
wreak;5;en;28
controlN;5;en;28
suspect;5;en;28
sum;5;en;28
wellbee;5;en;28
seal;5;en;28
restart;5;en;28
carve;5;en;28
clear;5;en;28
trace;5;en;28
hideN;5;en;28
endN;5;en;28
persist;5;en;28
criminalize;5;en;28
slash;5;en;28
collect;5;en;28
gavelle;5;en;28
accomplish;5;en;28
revise;5;en;28
keepN;5;en;28
judge;5;en;28
reference;5;en;28
finalize;5;en;28
stem;5;en;28
wage;5;en;28
prompt;5;en;28
bankrupt;5;en;28
mentionN;5;en;28
file;5;en;28
fit;5;en;28
licypriya;5;en;28
vow;5;en;28
alarm;5;en;28
attribute;5;en;28
ignite;5;en;28
appeal;5;en;28
constrain;5;en;28
veto;5;en;28
inject;5;en;28
comment;5;en;28
stocktake;5;en;28
switch;5;en;28
inherit;5;en;28
water;5;en;28
breathe;5;en;28
withstand;5;en;28
retire;5;en;28
pioneer;5;en;28
isolate;5;en;28
sideline;5;en;28
span;5;en;28
summarize;5;en;28
document;5;en;28
depict;5;en;28
grapple;5;en;28
bolster;5;en;28
map;5;en;28
flyN;5;en;28
chant;5;en;28
distract;5;en;28
ifeveryonedid;5;en;28
initiate;5;en;28
knock;5;en;28
govern;5;en;28
climb;5;en;28
surpass;5;en;28
stage;5;en;28
uplift;5;en;28
occupy;5;en;28
liveN;5;en;28
sponsorN;5;en;28
inflict;5;en;28
starve;5;en;28
askN;5;en;28
transport;5;en;28
cook;5;en;28
makinwa;5;en;28
shoot;5;en;28
chill;5;en;28
rethink;5;en;28
maximize;5;en;28
purchase;5;en;28
discussN;5;en;28
singe;5;en;28
theme;5;en;28
blend;5;en;28
train;5;en;28
distribute;5;en;28
please;5;en;28
embark;5;en;28
protract;5;en;28
stream;5;en;28
commence;5;en;28
zoom;5;en;28
clock;5;en;28
ferry;5;en;28
doubt;5;en;28
governmentsponsore;5;en;28
greaterlagosrise;5;en;28
verge;5;en;28
proffer;5;en;28
climatefocuse;5;en;28
emplane;5;en;28
news;5;en;28
correct;5;en;28
coopte;4;en;28
consolidate;4;en;28
attain;4;en;28
overlook;4;en;28
abpoli;4;en;28
dieN;4;en;28
criminalise;4;en;28
regret;4;en;28
subsidise;4;en;28
doom;4;en;28
subsidize;4;en;28
foolN;4;en;28
shout;4;en;28
usher;4;en;28
derive;4;en;28
interrupt;4;en;28
trash;4;en;28
rule;4;en;28
dance;4;en;28
icymi;4;en;28
dream;4;en;28
comply;4;en;28
omit;4;en;28
embarrass;4;en;28
herald;4;en;28
culminate;4;en;28
necessitate;4;en;28
hinder;4;en;28
surprise;4;en;28
scaleup;4;en;28
down;4;en;28
reunite;4;en;28
enshrine;4;en;28
adhere;4;en;28
tear;4;en;28
moveN;4;en;28
bother;4;en;28
shame;4;en;28
mislead;4;en;28
specify;4;en;28
fulfill;4;en;28
spur;4;en;28
complement;4;en;28
tighten;4;en;28
utilise;4;en;28
consult;4;en;28
indigenousle;4;en;28
wield;4;en;28
smell;4;en;28
gaslighte;4;en;28
nourish;4;en;28
bid;4;en;28
lament;4;en;28
countN;4;en;28
slip;4;en;28
stall;4;en;28
backtrack;4;en;28
runN;4;en;28
tweak;4;en;28
standN;4;en;28
repost;4;en;28
acceptN;4;en;28
retweet;4;en;28
ratify;4;en;28
disagree;4;en;28
jeopardize;4;en;28
shrink;4;en;28
panic;4;en;28
function;4;en;28
imply;4;en;28
colonize;4;en;28
forest;4;en;28
thwart;4;en;28
tend;4;en;28
ship;4;en;28
repair;4;en;28
defy;4;en;28
smash;4;en;28
outnumber;4;en;28
gift;4;en;28
boycott;4;en;28
direct;4;en;28
overheat;4;en;28
devote;4;en;28
rescue;4;en;28
date;4;en;28
balance;4;en;28
designate;4;en;28
cohost;4;en;28
rejuvenate;4;en;28
suit;4;en;28
programme;4;en;28
mottley;4;en;28
consist;4;en;28
createN;4;en;28
reconnecte;4;en;28
divert;4;en;28
trustN;4;en;28
planetheate;4;en;28
kickbigpollutersout;4;en;28
wind;4;en;28
excite;4;en;28
rightwe;4;en;28
minimize;4;en;28
laud;4;en;28
loss;4;en;28
immerse;4;en;28
boom;4;en;28
cater;4;en;28
notice;4;en;28
flare;4;en;28
devolve;4;en;28
humble;4;en;28
fire;4;en;28
pontificate;4;en;28
employ;4;en;28
savesoil;4;en;28
loot;4;en;28
bump;4;en;28
brag;4;en;28
burgeon;4;en;28
capitalise;4;en;28
businesse;4;en;28
air;4;en;28
sort;4;en;28
mrpaanwala;4;en;28
media;4;en;28
concretize;4;en;28
loseN;4;en;28
skip;4;en;28
revolve;4;en;28
president;4;en;28
exhibit;4;en;28
prolong;4;en;28
ajayi;4;en;28
command;4;en;28
aspire;4;en;28
deliberate;4;en;28
incentivise;4;en;28
bn;4;en;28
entrust;4;en;28
sunak;4;en;28
admire;4;en;28
round;3;en;28
light;3;en;28
rein;3;en;28
rob;3;en;28
prop;3;en;28
manageN;3;en;28
crunch;3;en;28
reintroduce;3;en;28
aid;3;en;28
rank;3;en;28
reachN;3;en;28
energy;3;en;28
defeat;3;en;28
sneak;3;en;28
lowerincome;3;en;28
riddle;3;en;28
enforce;3;en;28
recommit;3;en;28
coauthore;3;en;28
scream;3;en;28
commitN;3;en;28
alter;3;en;28
mar;3;en;28
contemplate;3;en;28
prefer;3;en;28
sendN;3;en;28
edit;3;en;28
trump;3;en;28
shit;3;en;28
climateresilient;3;en;28
followN;3;en;28
planetwarme;3;en;28
fork;3;en;28
bang;3;en;28
solidify;3;en;28
joinN;3;en;28
gavele;3;en;28
delete;3;en;28
scratch;3;en;28
license;3;en;28
praiseN;3;en;28
circulate;3;en;28
divest;3;en;28
decimate;3;en;28
reap;3;en;28
attach;3;en;28
reflectN;3;en;28
draft;3;en;28
hire;3;en;28
heed;3;en;28
revive;3;en;28
joke;3;en;28
requireN;3;en;28
postpone;3;en;28
harvest;3;en;28
hamper;3;en;28
bringN;3;en;28
illustrate;3;en;28
minimise;3;en;28
curtail;3;en;28
regenerate;3;en;28
spy;3;en;28
unify;3;en;28
abolish;3;en;28
subvert;3;en;28
dwarf;3;en;28
stretch;3;en;28
bar;3;en;28
negotiateN;3;en;28
yalla;3;en;28
galvanise;3;en;28
callN;3;en;28
rushN;3;en;28
near;3;en;28
wean;3;en;28
cram;3;en;28
playN;3;en;28
narrow;3;en;28
ponder;3;en;28
prescribe;3;en;28
kickstarte;3;en;28
dine;3;en;28
impress;3;en;28
appearN;3;en;28
process;3;en;28
culturebase;3;en;28
heighten;3;en;28
entitle;3;en;28
bet;3;en;28
crash;3;en;28
peddle;3;en;28
accredit;3;en;28
contrast;3;en;28
faithbase;3;en;28
indigenous;3;en;28
tailor;3;en;28
matchN;3;en;28
age;3;en;28
relocate;3;en;28
scarf;3;en;28
reclaim;3;en;28
entail;3;en;28
analyze;3;en;28
embody;3;en;28
returnN;3;en;28
trade;3;en;28
stun;3;en;28
rig;3;en;28
fortify;3;en;28
praise;3;en;28
quit;3;en;28
catalyse;3;en;28
streamline;3;en;28
obey;3;en;28
gasN;3;en;28
commission;3;en;28
disturb;3;en;28
permitN;3;en;28
delight;3;en;28
plead;3;en;28
implore;3;en;28
shoulder;3;en;28
distinguish;3;en;28
erode;3;en;28
spare;3;en;28
compound;3;en;28
study;3;en;28
becomeN;3;en;28
optimize;3;en;28
rewrite;3;en;28
curate;3;en;28
continueN;3;en;28
failN;3;en;28
figure;3;en;28
mix;3;en;28
emission;3;en;28
involveN;3;en;28
existN;3;en;28
rake;3;en;28
execute;3;en;28
import;3;en;28
releaseN;3;en;28
retreat;3;en;28
reshare;3;en;28
tout;3;en;28
gtgt;3;en;28
ease;3;en;28
ride;3;en;28
liquefy;3;en;28
cap;3;en;28
broadcast;3;en;28
spill;3;en;28
undo;3;en;28
spendN;3;en;28
row;3;en;28
swarm;3;en;28
webcast;3;en;28
reserve;3;en;28
captivate;3;en;28
teach;3;en;28
sweep;3;en;28
worldleade;3;en;28
reward;3;en;28
attest;3;en;28
erase;3;en;28
headquarter;3;en;28
measureN;3;en;28
construct;3;en;28
fossilfuelle;3;en;28
stir;3;en;28
outrage;3;en;28
apologise;3;en;28
cleancooke;3;en;28
mask;3;en;28
vanish;3;en;28
compete;3;en;28
anchor;3;en;28
recharge;3;en;28
manifest;3;en;28
recordbreake;3;en;28
conflict;3;en;28
load;3;en;28
opt;3;en;28
considerN;3;en;28
imagineN;3;en;28
attack;3;en;28
humiliate;3;en;28
suck;3;en;28
couple;3;en;28
punish;3;en;28
putN;3;en;28
overflow;3;en;28
dish;3;en;28
fitN;3;en;28
scrub;3;en;28
evacuate;3;en;28
overturn;3;en;28
counter;3;en;28
brainstorm;3;en;28
troll;3;en;28
abuse;3;en;28
elaborate;3;en;28
evaluate;3;en;28
cochair;3;en;28
emulate;3;en;28
overlap;3;en;28
rollout;3;en;28
quote;3;en;28
infiltrate;3;en;28
homebase;3;en;28
liquify;3;en;28
hage;3;en;28
geingob;3;en;28
relegate;3;en;28
snub;3;en;28
strand;3;en;28
participateN;3;en;28
bomb;3;en;28
phasedown;3;en;28
muizzu;3;en;28
widerange;3;en;28
antiflyeN;3;en;28
kickstart;3;en;28
sameh;3;en;28
forgo;2;en;28
interpret;2;en;28
hail;2;en;28
haggle;2;en;28
nudge;2;en;28
prosper;2;en;28
claimN;2;en;28
rip;2;en;28
expressN;2;en;28
representN;2;en;28
mourn;2;en;28
repurpose;2;en;28
widen;2;en;28
gloat;2;en;28
institutionalize;2;en;28
intendN;2;en;28
obsess;2;en;28
contend;2;en;28
abide;2;en;28
kid;2;en;28
haul;2;en;28
film;2;en;28
swallow;2;en;28
dodge;2;en;28
renewable;2;en;28
underestimate;2;en;28
grifte;2;en;28
climatechange;2;en;28
churn;2;en;28
ratchet;2;en;28
united;2;en;28
grantbase;2;en;28
substantiate;2;en;28
number;2;en;28
virtuesignalle;2;en;28
climatewrecke;2;en;28
mindN;2;en;28
tame;2;en;28
portray;2;en;28
aweinspire;2;en;28
action;2;en;28
phrase;2;en;28
crosscut;2;en;28
disguise;2;en;28
shareN;2;en;28
redefine;2;en;28
piss;2;en;28
motivate;2;en;28
deteriorate;2;en;28
salvage;2;en;28
turnN;2;en;28
decry;2;en;28
hangerson;2;en;28
reckon;2;en;28
scramble;2;en;28
bend;2;en;28
clash;2;en;28
loom;2;en;28
simmer;2;en;28
boil;2;en;28
dismay;2;en;28
legislate;2;en;28
betrayN;2;en;28
commodify;2;en;28
edge;2;en;28
realign;2;en;28
diversify;2;en;28
validate;2;en;28
affectN;2;en;28
rewatch;2;en;28
youthle;2;en;28
tank;2;en;28
geoengineere;2;en;28
answerN;2;en;28
sdgs;2;en;28
fret;2;en;28
leadN;2;en;28
languish;2;en;28
police;2;en;28
volunteer;2;en;28
destine;2;en;28
search;2;en;28
climatedenye;2;en;28
incite;2;en;28
dilute;2;en;28
install;2;en;28
fact;2;en;28
reconsider;2;en;28
cease;2;en;28
maxe;2;en;28
wildfire;2;en;28
unravel;2;en;28
saskatchewan;2;en;28
convinceN;2;en;28
posture;2;en;28
banN;2;en;28
scupper;2;en;28
fragment;2;en;28
lwf;2;en;28
symbolise;2;en;28
flank;2;en;28
concede;2;en;28
ravage;2;en;28
ration;2;en;28
school;2;en;28
multiply;2;en;28
interfere;2;en;28
valueN;2;en;28
teeter;2;en;28
obscure;2;en;28
investN;2;en;28
underfunde;2;en;28
smoke;2;en;28
meltinyourmouth;2;en;28
startN;2;en;28
proceed;2;en;28
cruise;2;en;28
guard;2;en;28
approveN;2;en;28
grind;2;en;28
idle;2;en;28
humaninduce;2;en;28
treasure;2;en;28
entrench;2;en;28
intertwine;2;en;28
oppress;2;en;28
unabate;2;en;28
certify;2;en;28
dub;2;en;28
cement;2;en;28
loose;2;en;28
indulge;2;en;28
vent;2;en;28
regain;2;en;28
render;2;en;28
reassure;2;en;28
outcome;2;en;28
invent;2;en;28
strategise;2;en;28
shell;2;en;28
pile;2;en;28
roadmap;2;en;28
concentrate;2;en;28
bully;2;en;28
cash;2;en;28
complain;2;en;28
supercharge;2;en;28
coconvene;2;en;28
amend;2;en;28
network;2;en;28
limitN;2;en;28
rightsbase;2;en;28
proof;2;en;28
ground;2;en;28
filter;2;en;28
persecute;2;en;28
eg;2;en;28
house;2;en;28
soil;2;en;28
teem;2;en;28
enforceN;2;en;28
suppress;2;en;28
nature;2;en;28
heal;2;en;28
squeeze;2;en;28
kiss;2;en;28
congratulation;2;en;28
contributeN;2;en;28
sitN;2;en;28
youthlead;2;en;28
linkN;2;en;28
swim;2;en;28
broker;2;en;28
soak;2;en;28
cough;2;en;28
imperille;2;en;28
carbontrade;2;en;28
hadeel;2;en;28
crush;2;en;28
shelve;2;en;28
impoverish;2;en;28
source;2;en;28
taint;2;en;28
undercut;2;en;28
compel;2;en;28
entertain;2;en;28
decideN;2;en;28
confess;2;en;28
steep;2;en;28
defund;2;en;28
actonclimate;2;en;28
travelN;2;en;28
frustrate;2;en;28
gendere;2;en;28
calculate;2;en;28
nowarnowarme;2;en;28
task;2;en;28
naseni;2;en;28
revolutionize;2;en;28
snap;2;en;28
stare;2;en;28
razan;2;en;28
reemphasize;2;en;28
abdicate;2;en;28
intimidate;2;en;28
analyse;2;en;28
fightN;2;en;28
prohibit;2;en;28
devise;2;en;28
exhaust;2;en;28
joyride;2;en;28
massage;2;en;28
cherish;2;en;28
listenN;2;en;28
weave;2;en;28
verify;2;en;28
deficit;2;en;28
calm;2;en;28
relax;2;en;28
ulmwp;2;en;28
highemitte;2;en;28
activate;2;en;28
bottomtrawle;2;en;28
wfpsupporte;2;en;28
humanity;2;en;28
galvanize;2;en;28
lend;2;en;28
diminish;2;en;28
weep;2;en;28
isolateN;2;en;28
scrutinize;2;en;28
makeorbreak;2;en;28
plug;2;en;28
grasp;2;en;28
spiral;2;en;28
service;2;en;28
drum;2;en;28
strategize;2;en;28
solarpowere;2;en;28
nakate;2;en;28
visualise;2;en;28
deprive;2;en;28
amass;2;en;28
differentiate;2;en;28
relish;2;en;28
locallyle;2;en;28
seemN;2;en;28
investigate;2;en;28
amea;2;en;28
balloon;2;en;28
ecooke;2;en;28
kristjan;2;en;28
replenish;2;en;28
cycle;2;en;28
wag;2;en;28
specialize;2;en;28
pour;2;en;28
overlookN;2;en;28
statefunde;2;en;28
practice;2;en;28
raude;2;en;28
illuminate;2;en;28
flourish;2;en;28
magnify;2;en;28
budget;2;en;28
picture;2;en;28
alight;2;en;28
thread;2;en;28
grandstand;2;en;28
nigerias;2;en;28
transitionN;2;en;28
subject;2;en;28
enlighten;2;en;28
forum;2;en;28
overhear;2;en;28
genderbase;2;en;28
appal;2;en;28
forgive;2;en;28
expandN;2;en;28
stabilize;2;en;28
incur;2;en;28
driveN;2;en;28
compareN;2;en;28
hint;2;en;28
politicise;2;en;28
debunk;2;en;28
foresee;2;en;28
reply;2;en;28
tip;2;en;28
hearten;2;en;28
expertiseinclude;2;en;28
pit;2;en;28
infest;2;en;28
plunge;2;en;28
tokenize;2;en;28
skate;2;en;28
ink;2;en;28
huddle;2;en;28
reup;2;en;28
grace;2;en;28
mainstream;2;en;28
rehabilitate;2;en;28
climateaffecte;2;en;28
colaunche;2;en;28
marry;2;en;28
mainstreame;2;en;28
officiate;2;en;28
protectN;2;en;28
frame;2;en;28
deepseamine;2;en;28
pause;2;en;28
bill;2;en;28
slate;2;en;28
characterize;2;en;28
assert;2;en;28
winN;2;en;28
level;2;en;28
spew;2;en;28
afforest;2;en;28
spin;2;en;28
owambe;2;en;28
health;2;en;28
injure;2;en;28
mince;2;en;28
roar;2;en;28
igad;2;en;28
disgrace;2;en;28
minister;2;en;28
revamp;2;en;28
query;2;en;28
brim;2;en;28
resource;2;en;28
layover;2;en;28
relieve;2;en;28
unearth;2;en;28
gate;2;en;28
tolerate;2;en;28
conflictaffecte;2;en;28
overwhelm;2;en;28
arrange;2;en;28
botherN;2;en;28
ramadoss;2;en;28
salute;2;en;28
tieN;2;en;28
reem;2;en;28
nuclear;2;en;28
atomsclimate;2;en;28
siemensmanufacture;2;en;28
trap;2;en;28
synergize;2;en;28
wine;2;en;28
contact;2;en;28
dither;2;en;28
suffocate;2;en;28
fastestgrowe;2;en;28
industrialise;2;en;28
parade;2;en;28
kyari;2;en;28
mediate;2;en;28
situate;2;en;28
harmonise;2;en;28
drown;2;en;28
dispel;2;en;28
fasttrack;2;en;28
repay;2;en;28
showN;2;en;28
veer;2;en;28
exit;2;en;28
caption;2;en;28
doubledownN;2;en;28
sport;2;en;28
ffs;2;en;28
coemitte;2;en;28
rescind;2;en;28
turbocharge;2;en;28
conceptualise;2;en;28
coincide;2;en;28
diazcanel;2;en;28
endeavor;2;en;28
assemble;2;en;28
ruto;2;en;28
agreement;2;en;28
duck;2;en;28
desalinate;2;en;28
groundbreake;2;en;28
backedup;2;en;28
gt;2;en;28
reopen;2;en;28
scoop;2;en;28
condition;2;en;28
capitalize;2;en;28
rage;2;en;28
inquire;2;en;28
eatN;2;en;28
signalN;2;en;28
stoke;2;en;28
sciencebase;2;en;28
reset;2;en;28
reboot;2;en;28
refocus;2;en;28
narrate;2;en;28
sadden;1;en;28
endeavour;1;en;28
dvc;1;en;28
west;1;en;28
rock;1;en;28
catchN;1;en;28
understandwantN;1;en;28
diagnose;1;en;28
langdon;1;en;28
endow;1;en;28
electrify;1;en;28
riot;1;en;28
reign;1;en;28
jail;1;en;28
assureN;1;en;28
damp;1;en;28
insufficient;1;en;28
reconfigure;1;en;28
arriveN;1;en;28
sirleaf;1;en;28
queue;1;en;28
governN;1;en;28
cleanlive;1;en;28
confime;1;en;28
upgrade;1;en;28
strain;1;en;28
obligate;1;en;28
liftN;1;en;28
backgroundbriefe;1;en;28
costbenefit;1;en;28
consign;1;en;28
energyproduce;1;en;28
ampstarte;1;en;28
forestall;1;en;28
lurk;1;en;28
summitsome;1;en;28
bindN;1;en;28
settle;1;en;28
shadowbanne;1;en;28
rush;1;en;28
kidN;1;en;28
guilbeault;1;en;28
sovietstyle;1;en;28
twitch;1;en;28
digest;1;en;28
bow;1;en;28
caution;1;en;28
gvn;1;en;28
gtreadlt;1;en;28
eliminationN;1;en;28
eliminateN;1;en;28
discard;1;en;28
bannon;1;en;28
unblock;1;en;28
squareN;1;en;28
nationalize;1;en;28
cornelwest;1;en;28
preachN;1;en;28
recognizeN;1;en;28
halffull;1;en;28
fromphase;1;en;28
fascinate;1;en;28
cosponsorN;1;en;28
plough;1;en;28
readN;1;en;28
syndicate;1;en;28
mentor;1;en;28
robust;1;en;28
prevail;1;en;28
prospect;1;en;28
column;1;en;28
heartbroken;1;en;28
square;1;en;28
pat;1;en;28
dread;1;en;28
lifethreatene;1;en;28
stagger;1;en;28
enableN;1;en;28
headline;1;en;28
squeak;1;en;28
walkN;1;en;28
scotitish;1;en;28
hopein;1;en;28
frontline;1;en;28
patch;1;en;28
promiseN;1;en;28
absolve;1;en;28
flop;1;en;28
decisiontext;1;en;28
emissionsraise;1;en;28
disgust;1;en;28
rain;1;en;28
loosen;1;en;28
summon;1;en;28
stronglyworde;1;en;28
single;1;en;28
passN;1;en;28
science;1;en;28
ceaseN;1;en;28
planetburne;1;en;28
appetite;1;en;28
top;1;en;28
conspire;1;en;28
glare;1;en;28
produse;1;en;28
gavelleN;1;en;28
deterN;1;en;28
swap;1;en;28
litter;1;en;28
wrangle;1;en;28
capacitybuilde;1;en;28
soup;1;en;28
wrest;1;en;28
cart;1;en;28
rumour;1;en;28
bargainN;1;en;28
widelycirculate;1;en;28
soften;1;en;28
audition;1;en;28
volunteerN;1;en;28
feather;1;en;28
freak;1;en;28
depopulate;1;en;28
stink;1;en;28
retool;1;en;28
upend;1;en;28
fool;1;en;28
plot;1;en;28
curricula;1;en;28
invade;1;en;28
ecohate;1;en;28
datadriven;1;en;28
factbase;1;en;28
siourouni;1;en;28
diss;1;en;28
mop;1;en;28
kennerley;1;en;28
lowhange;1;en;28
restN;1;en;28
feelmixe;1;en;28
saythank;1;en;28
projectN;1;en;28
overpopulatedsuggest;1;en;28
sequence;1;en;28
sportswashN;1;en;28
restoration;1;en;28
lectureN;1;en;28
noticeN;1;en;28
bracket;1;en;28
sleepdeprive;1;en;28
benyon;1;en;28
obliterate;1;en;28
meddle;1;en;28
deadlocke;1;en;28
communiquea;1;en;28
accountN;1;en;28
globalheate;1;en;28
precede;1;en;28
dry;1;en;28
concludeN;1;en;28
visitN;1;en;28
lowlye;1;en;28
scimitarhorne;1;en;28
misuse;1;en;28
oilbacke;1;en;28
kangujam;1;en;28
bareN;1;en;28
opec;1;en;28
testify;1;en;28
marotovaler;1;en;28
australianfarme;1;en;28
buckle;1;en;28
disappointN;1;en;28
deployN;1;en;28
pende;1;en;28
copy;1;en;28
misplaceN;1;en;28
misread;1;en;28
envisionN;1;en;28
cairobase;1;en;28
charterN;1;en;28
freshwater;1;en;28
triangulate;1;en;28
fastfairforeverfunde;1;en;28
avertN;1;en;28
inequality;1;en;28
stopfeel;1;en;28
fuelsthe;1;en;28
lowcost;1;en;28
buildN;1;en;28
spell;1;en;28
cscale;1;en;28
setN;1;en;28
extinct;1;en;28
ransome;1;en;28
licypriyaxpose;1;en;28
conceal;1;en;28
hook;1;en;28
manipurN;1;en;28
fertilize;1;en;28
sense;1;en;28
slap;1;en;28
manipur;1;en;28
trumpet;1;en;28
stave;1;en;28
stonewall;1;en;28
erodgan;1;en;28
flex;1;en;28
split;1;en;28
azerbaijan;1;en;28
climatekille;1;en;28
inter;1;en;28
menu;1;en;28
quiz;1;en;28
spoil;1;en;28
expire;1;en;28
bulge;1;en;28
flip;1;en;28
nearzero;1;en;28
office;1;en;28
referN;1;en;28
word;1;en;28
holdtheline;1;en;28
despair;1;en;28
resemble;1;en;28
glue;1;en;28
recur;1;en;28
dash;1;en;28
legitimize;1;en;28
outweigh;1;en;28
dareN;1;en;28
clap;1;en;28
redistribute;1;en;28
barge;1;en;28
subjugate;1;en;28
relyN;1;en;28
slowN;1;en;28
graduate;1;en;28
pronounce;1;en;28
vary;1;en;28
